Data,Produto,Quantidade,Preço Unitário,Total Venda,Estação
2024-09-12,Roupa de Neoprene,4,1823.89,8754.67,Primavera
2024-09-12,Mochila Impermeável,2,1289.0,3093.6,Primavera
2024-09-12,Leash,4,1068.44,5128.51,Primavera
2024-09-12,Boné,1,1311.92,1574.3,Primavera
2024-09-12,Chinelo,3,1143.36,4116.1,Primavera
2024-09-12,Roupa de Neoprene,5,1870.08,11220.48,Primavera
2024-09-12,Bermuda de Surf,3,1020.27,3672.97,Primavera
2024-09-12,Camisa UV,4,1255.4,6025.92,Primavera
2024-09-12,Bermuda de Surf,2,1650.08,3960.19,Primavera
2024-09-12,Cera para Prancha,3,1647.52,5931.07,Primavera
2024-09-12,Bermuda de Surf,2,1824.36,4378.46,Primavera
2024-09-12,Capa de Prancha,5,1780.79,10684.74,Primavera
2024-09-12,Rash Guard,2,1263.19,3031.66,Primavera
2024-09-12,Óculos de Sol,2,1525.8,3661.92,Primavera
2024-09-12,Rash Guard,5,110.23,661.38,Primavera
2024-09-12,Chinelo,5,749.9,4499.4,Primavera
2024-09-12,Óculos de Sol,1,470.76,564.91,Primavera
2024-09-12,Óculos de Sol,2,906.83,2176.39,Primavera
2024-09-12,Roupa de Neoprene,1,1533.6,1840.32,Primavera
2024-09-12,Capa de Prancha,1,878.62,1054.34,Primavera
2024-09-12,Mochila Impermeável,1,1792.11,2150.53,Primavera
2024-09-12,Cera para Prancha,1,1711.26,2053.51,Primavera
2024-09-12,Bermuda de Surf,5,424.25,2545.5,Primavera
2024-09-12,Prancha de Surf,5,1825.59,10953.54,Primavera
2024-09-12,Bermuda de Surf,2,125.11,300.26,Primavera
2024-09-12,Roupa de Neoprene,5,773.66,4641.96,Primavera
2024-09-12,Boné,1,259.15,310.98,Primavera
2024-09-12,Leash,1,1257.63,1509.16,Primavera
2024-09-12,Leash,5,1048.42,6290.52,Primavera
2024-09-12,Roupa de Neoprene,5,1513.45,9080.7,Primavera
2024-09-12,Deck de Prancha,4,229.78,1102.94,Primavera
2024-09-13,Chinelo,4,814.7,3910.56,Primavera
2024-09-13,Camisa UV,5,1204.92,7229.52,Primavera
2024-09-13,Boné,3,1188.32,4277.95,Primavera
2024-09-13,Rash Guard,4,842.21,4042.61,Primavera
2024-09-13,Roupa de Neoprene,1,1226.5,1471.8,Primavera
2024-09-13,Cera para Prancha,1,1782.05,2138.46,Primavera
2024-09-13,Deck de Prancha,4,1178.37,5656.18,Primavera
2024-09-13,Chinelo,4,1904.1,9139.68,Primavera
2024-09-13,Cera para Prancha,5,958.38,5750.28,Primavera
2024-09-13,Cera para Prancha,4,1200.35,5761.68,Primavera
2024-09-13,Leash,5,1411.39,8468.34,Primavera
2024-09-13,Capa de Prancha,1,466.72,560.06,Primavera
2024-09-13,Camisa UV,2,743.61,1784.66,Primavera
2024-09-13,Chinelo,4,1172.21,5626.61,Primavera
2024-09-13,Leash,2,1584.68,3803.23,Primavera
2024-09-13,Óculos de Sol,5,599.05,3594.3,Primavera
2024-09-13,Boné,4,1780.66,8547.17,Primavera
2024-09-13,Mochila Impermeável,2,557.59,1338.22,Primavera
2024-09-13,Deck de Prancha,5,1002.59,6015.54,Primavera
2024-09-13,Capa de Prancha,1,1396.29,1675.55,Primavera
2024-09-13,Mochila Impermeável,4,1782.29,8554.99,Primavera
2024-09-13,Óculos de Sol,3,1876.42,6755.11,Primavera
2024-09-13,Boné,4,255.75,1227.6,Primavera
2024-09-13,Rash Guard,3,913.62,3289.03,Primavera
2024-09-13,Roupa de Neoprene,3,1879.58,6766.49,Primavera
2024-09-13,Roupa de Neoprene,5,1472.34,8834.04,Primavera
2024-09-13,Prancha de Surf,2,1825.15,4380.36,Primavera
2024-09-13,Óculos de Sol,2,785.4,1884.96,Primavera
2024-09-13,Capa de Prancha,1,1462.8,1755.36,Primavera
2024-09-13,Mochila Impermeável,3,623.11,2243.2,Primavera
2024-09-13,Mochila Impermeável,4,1889.01,9067.25,Primavera
2024-09-13,Leash,5,1021.48,6128.88,Primavera
2024-09-13,Chinelo,2,1208.17,2899.61,Primavera
2024-09-13,Chinelo,5,268.25,1609.5,Primavera
2024-09-13,Roupa de Neoprene,1,108.31,129.97,Primavera
2024-09-13,Camisa UV,1,1740.01,2088.01,Primavera
2024-09-13,Chinelo,2,1510.8,3625.92,Primavera
2024-09-13,Rash Guard,4,1107.36,5315.33,Primavera
2024-09-13,Roupa de Neoprene,1,661.14,793.37,Primavera
2024-09-13,Capa de Prancha,1,1542.04,1850.45,Primavera
2024-09-13,Mochila Impermeável,5,436.84,2621.04,Primavera
2024-09-13,Prancha de Surf,2,1913.1,4591.44,Primavera
2024-09-13,Bermuda de Surf,1,1448.02,1737.62,Primavera
2024-09-13,Deck de Prancha,4,1602.78,7693.34,Primavera
2024-09-13,Deck de Prancha,3,281.49,1013.36,Primavera
2024-09-13,Leash,4,823.1,3950.88,Primavera
2024-09-13,Leash,4,561.48,2695.1,Primavera
2024-09-13,Bermuda de Surf,2,748.2,1795.68,Primavera
2024-09-13,Chinelo,1,1598.94,1918.73,Primavera
2024-09-13,Chinelo,2,1870.93,4490.23,Primavera
2024-09-13,Chinelo,3,1908.52,6870.67,Primavera
2024-09-13,Bermuda de Surf,1,1655.74,1986.89,Primavera
2024-09-13,Óculos de Sol,1,1553.3,1863.96,Primavera
2024-09-13,Leash,4,1982.48,9515.9,Primavera
2024-09-13,Capa de Prancha,1,1698.96,2038.75,Primavera
2024-09-13,Bermuda de Surf,2,1282.42,3077.81,Primavera
2024-09-13,Roupa de Neoprene,2,187.83,450.79,Primavera
2024-09-13,Leash,2,1065.88,2558.11,Primavera
2024-09-13,Bermuda de Surf,5,999.41,5996.46,Primavera
2024-09-13,Óculos de Sol,4,545.83,2619.98,Primavera
2024-09-13,Bermuda de Surf,4,846.86,4064.93,Primavera
2024-09-13,Cera para Prancha,3,1685.23,6066.83,Primavera
2024-09-13,Bermuda de Surf,2,1317.45,3161.88,Primavera
2024-09-13,Bermuda de Surf,4,1691.34,8118.43,Primavera
2024-09-13,Cera para Prancha,5,1098.27,6589.62,Primavera
2024-09-13,Camisa UV,5,1443.66,8661.96,Primavera
2024-09-13,Óculos de Sol,1,1022.67,1227.2,Primavera
2024-09-13,Capa de Prancha,4,1938.08,9302.78,Primavera
2024-09-13,Leash,2,798.02,1915.25,Primavera
2024-09-13,Roupa de Neoprene,2,1259.34,3022.42,Primavera
2024-09-13,Bermuda de Surf,1,683.02,819.62,Primavera
2024-09-13,Camisa UV,3,788.01,2836.84,Primavera
2024-09-13,Capa de Prancha,3,1187.24,4274.06,Primavera
2024-09-13,Deck de Prancha,4,1558.57,7481.14,Primavera
2024-09-13,Óculos de Sol,4,1028.93,4938.86,Primavera
2024-09-13,Camisa UV,4,1468.52,7048.9,Primavera
2024-09-13,Rash Guard,1,1103.06,1323.67,Primavera
2024-09-14,Roupa de Neoprene,4,396.52,1903.3,Primavera
2024-09-14,Camisa UV,2,457.58,1098.19,Primavera
2024-09-14,Óculos de Sol,3,1694.29,6099.44,Primavera
2024-09-14,Leash,1,1896.73,2276.08,Primavera
2024-09-14,Chinelo,4,1503.96,7219.01,Primavera
2024-09-14,Rash Guard,1,717.07,860.48,Primavera
2024-09-14,Rash Guard,3,881.63,3173.87,Primavera
2024-09-14,Rash Guard,1,765.83,919.0,Primavera
2024-09-14,Rash Guard,4,727.29,3490.99,Primavera
2024-09-14,Camisa UV,5,1179.45,7076.7,Primavera
2024-09-14,Roupa de Neoprene,2,1269.31,3046.34,Primavera
2024-09-14,Mochila Impermeável,3,1581.78,5694.41,Primavera
2024-09-14,Chinelo,2,1924.56,4618.94,Primavera
2024-09-14,Roupa de Neoprene,1,513.63,616.36,Primavera
2024-09-14,Deck de Prancha,3,887.48,3194.93,Primavera
2024-09-14,Camisa UV,4,1047.99,5030.35,Primavera
2024-09-14,Bermuda de Surf,1,233.77,280.52,Primavera
2024-09-14,Rash Guard,5,363.1,2178.6,Primavera
2024-09-14,Cera para Prancha,5,1438.97,8633.82,Primavera
2024-09-14,Chinelo,5,1110.26,6661.56,Primavera
2024-09-14,Camisa UV,2,1812.53,4350.07,Primavera
2024-09-14,Deck de Prancha,1,114.96,137.95,Primavera
2024-09-14,Chinelo,3,272.18,979.85,Primavera
2024-09-14,Leash,1,977.58,1173.1,Primavera
2024-09-14,Roupa de Neoprene,2,162.06,388.94,Primavera
2024-09-14,Roupa de Neoprene,4,1166.15,5597.52,Primavera
2024-09-14,Bermuda de Surf,1,1647.09,1976.51,Primavera
2024-09-14,Mochila Impermeável,2,1142.99,2743.18,Primavera
2024-09-14,Prancha de Surf,1,397.59,477.11,Primavera
2024-09-14,Rash Guard,4,864.01,4147.25,Primavera
2024-09-14,Camisa UV,4,838.09,4022.83,Primavera
2024-09-14,Roupa de Neoprene,4,1422.98,6830.3,Primavera
2024-09-14,Cera para Prancha,5,875.98,5255.88,Primavera
2024-09-14,Bermuda de Surf,1,1680.41,2016.49,Primavera
2024-09-14,Camisa UV,3,1365.18,4914.65,Primavera
2024-09-14,Óculos de Sol,1,1280.81,1536.97,Primavera
2024-09-14,Rash Guard,1,714.78,857.74,Primavera
2024-09-14,Cera para Prancha,1,526.76,632.11,Primavera
2024-09-14,Deck de Prancha,5,1055.95,6335.7,Primavera
2024-09-14,Cera para Prancha,5,1860.26,11161.56,Primavera
2024-09-14,Chinelo,5,1205.17,7231.02,Primavera
2024-09-14,Rash Guard,5,1578.49,9470.94,Primavera
2024-09-14,Deck de Prancha,4,355.77,1707.7,Primavera
2024-09-14,Deck de Prancha,4,1375.67,6603.22,Primavera
2024-09-14,Bermuda de Surf,3,647.57,2331.25,Primavera
2024-09-14,Rash Guard,5,836.05,5016.3,Primavera
2024-09-14,Bermuda de Surf,3,1668.18,6005.45,Primavera
2024-09-14,Deck de Prancha,2,1796.4,4311.36,Primavera
2024-09-14,Roupa de Neoprene,3,1151.54,4145.54,Primavera
2024-09-14,Cera para Prancha,3,1573.15,5663.34,Primavera
2024-09-14,Mochila Impermeável,3,799.44,2877.98,Primavera
2024-09-14,Rash Guard,3,651.31,2344.72,Primavera
2024-09-14,Rash Guard,2,1654.13,3969.91,Primavera
2024-09-14,Prancha de Surf,4,1380.64,6627.07,Primavera
2024-09-14,Deck de Prancha,5,1209.13,7254.78,Primavera
2024-09-14,Bermuda de Surf,5,222.8,1336.8,Primavera
2024-09-14,Óculos de Sol,4,1293.81,6210.29,Primavera
2024-09-14,Chinelo,2,1366.1,3278.64,Primavera
2024-09-14,Rash Guard,4,1823.59,8753.23,Primavera
2024-09-14,Capa de Prancha,5,1437.15,8622.9,Primavera
2024-09-14,Cera para Prancha,5,193.23,1159.38,Primavera
2024-09-14,Cera para Prancha,2,809.59,1943.02,Primavera
2024-09-14,Chinelo,5,991.13,5946.78,Primavera
2024-09-14,Camisa UV,4,1464.42,7029.22,Primavera
2024-09-14,Capa de Prancha,3,1623.76,5845.54,Primavera
2024-09-14,Mochila Impermeável,1,1352.45,1622.94,Primavera
2024-09-14,Boné,5,740.75,4444.5,Primavera
2024-09-14,Bermuda de Surf,1,1382.82,1659.38,Primavera
2024-09-14,Mochila Impermeável,3,906.36,3262.9,Primavera
2024-09-14,Óculos de Sol,4,451.83,2168.78,Primavera
2024-09-14,Deck de Prancha,5,920.57,5523.42,Primavera
2024-09-14,Cera para Prancha,4,1151.31,5526.29,Primavera
2024-09-14,Roupa de Neoprene,5,376.01,2256.06,Primavera
2024-09-14,Chinelo,3,1348.7,4855.32,Primavera
2024-09-14,Óculos de Sol,1,451.41,541.69,Primavera
2024-09-14,Cera para Prancha,5,1108.01,6648.06,Primavera
2024-09-14,Camisa UV,1,1715.22,2058.26,Primavera
2024-09-14,Mochila Impermeável,1,550.53,660.64,Primavera
2024-09-14,Bermuda de Surf,5,422.17,2533.02,Primavera
2024-09-14,Capa de Prancha,1,1331.3,1597.56,Primavera
2024-09-14,Deck de Prancha,1,957.4,1148.88,Primavera
2024-09-15,Capa de Prancha,3,1274.0,4586.4,Primavera
2024-09-15,Boné,4,1727.64,8292.67,Primavera
2024-09-15,Leash,4,1916.28,9198.14,Primavera
2024-09-15,Roupa de Neoprene,3,1582.22,5695.99,Primavera
2024-09-15,Leash,1,1912.82,2295.38,Primavera
2024-09-15,Chinelo,2,1099.27,2638.25,Primavera
2024-09-15,Leash,3,782.44,2816.78,Primavera
2024-09-15,Boné,1,841.99,1010.39,Primavera
2024-09-15,Óculos de Sol,3,884.68,3184.85,Primavera
2024-09-15,Boné,4,994.4,4773.12,Primavera
2024-09-15,Óculos de Sol,4,1268.73,6089.9,Primavera
2024-09-15,Capa de Prancha,1,1509.28,1811.14,Primavera
2024-09-15,Bermuda de Surf,4,309.79,1486.99,Primavera
2024-09-15,Camisa UV,4,1156.89,5553.07,Primavera
2024-09-15,Chinelo,5,1544.87,9269.22,Primavera
2024-09-15,Boné,3,773.65,2785.14,Primavera
2024-09-15,Camisa UV,4,932.68,4476.86,Primavera
2024-09-15,Leash,5,796.01,4776.06,Primavera
2024-09-15,Capa de Prancha,4,850.03,4080.14,Primavera
2024-09-15,Camisa UV,3,1518.79,5467.64,Primavera
2024-09-15,Leash,5,1574.27,9445.62,Primavera
2024-09-15,Roupa de Neoprene,2,1458.4,3500.16,Primavera
2024-09-15,Prancha de Surf,5,553.59,3321.54,Primavera
2024-09-15,Deck de Prancha,2,872.92,2095.01,Primavera
2024-09-15,Camisa UV,3,139.95,503.82,Primavera
2024-09-15,Rash Guard,1,1564.64,1877.57,Primavera
2024-09-15,Roupa de Neoprene,5,1655.69,9934.14,Primavera
2024-09-15,Roupa de Neoprene,4,1172.87,5629.78,Primavera
2024-09-15,Mochila Impermeável,1,1504.48,1805.38,Primavera
2024-09-15,Cera para Prancha,1,322.34,386.81,Primavera
2024-09-15,Camisa UV,5,724.98,4349.88,Primavera
2024-09-15,Leash,2,953.86,2289.26,Primavera
2024-09-15,Mochila Impermeável,5,1721.87,10331.22,Primavera
2024-09-15,Prancha de Surf,4,169.77,814.9,Primavera
2024-09-15,Capa de Prancha,2,688.55,1652.52,Primavera
2024-09-15,Capa de Prancha,5,1817.15,10902.9,Primavera
2024-09-15,Prancha de Surf,3,1887.68,6795.65,Primavera
2024-09-15,Chinelo,4,927.79,4453.39,Primavera
2024-09-15,Mochila Impermeável,3,800.11,2880.4,Primavera
2024-09-15,Chinelo,2,1869.54,4486.9,Primavera
2024-09-15,Óculos de Sol,2,909.28,2182.27,Primavera
2024-09-15,Roupa de Neoprene,5,841.76,5050.56,Primavera
2024-09-15,Roupa de Neoprene,5,1326.7,7960.2,Primavera
2024-09-15,Cera para Prancha,5,644.37,3866.22,Primavera
2024-09-15,Chinelo,4,1595.22,7657.06,Primavera
2024-09-15,Leash,1,1447.62,1737.14,Primavera
2024-09-15,Roupa de Neoprene,3,1558.41,5610.28,Primavera
2024-09-15,Chinelo,3,1426.8,5136.48,Primavera
2024-09-15,Capa de Prancha,4,862.49,4139.95,Primavera
2024-09-15,Boné,3,433.3,1559.88,Primavera
2024-09-15,Camisa UV,2,1032.24,2477.38,Primavera
2024-09-15,Bermuda de Surf,1,304.76,365.71,Primavera
2024-09-15,Roupa de Neoprene,1,1798.62,2158.34,Primavera
2024-09-15,Camisa UV,5,1585.65,9513.9,Primavera
2024-09-15,Camisa UV,4,930.1,4464.48,Primavera
2024-09-15,Boné,1,753.85,904.62,Primavera
2024-09-15,Prancha de Surf,3,368.32,1325.95,Primavera
2024-09-15,Leash,5,1167.82,7006.92,Primavera
2024-09-15,Capa de Prancha,2,393.26,943.82,Primavera
2024-09-15,Óculos de Sol,2,232.88,558.91,Primavera
2024-09-15,Capa de Prancha,2,820.99,1970.38,Primavera
2024-09-15,Bermuda de Surf,3,801.1,2883.96,Primavera
2024-09-15,Mochila Impermeável,3,534.38,1923.77,Primavera
2024-09-15,Leash,5,1084.62,6507.72,Primavera
2024-09-15,Camisa UV,1,284.08,340.9,Primavera
2024-09-15,Deck de Prancha,2,1586.1,3806.64,Primavera
2024-09-15,Boné,1,964.02,1156.82,Primavera
2024-09-15,Mochila Impermeável,4,964.46,4629.41,Primavera
2024-09-15,Boné,3,1381.31,4972.72,Primavera
2024-09-15,Cera para Prancha,2,1063.62,2552.69,Primavera
2024-09-15,Deck de Prancha,1,933.27,1119.92,Primavera
2024-09-15,Camisa UV,3,504.81,1817.32,Primavera
2024-09-15,Mochila Impermeável,1,1534.95,1841.94,Primavera
2024-09-15,Chinelo,5,1775.17,10651.02,Primavera
2024-09-15,Camisa UV,1,1447.63,1737.16,Primavera
2024-09-15,Prancha de Surf,5,1460.33,8761.98,Primavera
2024-09-16,Camisa UV,5,1773.86,10643.16,Primavera
2024-09-16,Roupa de Neoprene,5,1108.58,6651.48,Primavera
2024-09-16,Capa de Prancha,1,919.12,1102.94,Primavera
2024-09-16,Capa de Prancha,1,654.79,785.75,Primavera
2024-09-16,Leash,2,1446.26,3471.02,Primavera
2024-09-16,Capa de Prancha,5,1035.55,6213.3,Primavera
2024-09-16,Prancha de Surf,3,1875.36,6751.3,Primavera
2024-09-16,Bermuda de Surf,1,213.27,255.92,Primavera
2024-09-16,Óculos de Sol,4,178.62,857.38,Primavera
2024-09-16,Chinelo,1,1483.29,1779.95,Primavera
2024-09-16,Boné,2,1925.23,4620.55,Primavera
2024-09-16,Deck de Prancha,3,1236.04,4449.74,Primavera
2024-09-16,Óculos de Sol,4,116.55,559.44,Primavera
2024-09-16,Bermuda de Surf,1,1788.05,2145.66,Primavera
2024-09-16,Chinelo,3,513.55,1848.78,Primavera
2024-09-16,Roupa de Neoprene,3,1440.36,5185.3,Primavera
2024-09-16,Leash,4,877.9,4213.92,Primavera
2024-09-16,Camisa UV,3,637.91,2296.48,Primavera
2024-09-16,Prancha de Surf,4,1346.63,6463.82,Primavera
2024-09-16,Boné,5,1361.4,8168.4,Primavera
2024-09-16,Rash Guard,3,1051.65,3785.94,Primavera
2024-09-16,Mochila Impermeável,3,1775.7,6392.52,Primavera
2024-09-16,Leash,1,357.36,428.83,Primavera
2024-09-16,Camisa UV,3,1108.69,3991.28,Primavera
2024-09-16,Rash Guard,2,1185.23,2844.55,Primavera
2024-09-16,Leash,4,1458.77,7002.1,Primavera
2024-09-16,Leash,2,1001.19,2402.86,Primavera
2024-09-16,Leash,5,982.97,5897.82,Primavera
2024-09-16,Roupa de Neoprene,5,402.27,2413.62,Primavera
2024-09-16,Bermuda de Surf,5,633.3,3799.8,Primavera
2024-09-16,Deck de Prancha,1,1960.72,2352.86,Primavera
2024-09-16,Bermuda de Surf,1,1256.49,1507.79,Primavera
2024-09-16,Deck de Prancha,4,1618.14,7767.07,Primavera
2024-09-16,Capa de Prancha,1,275.54,330.65,Primavera
2024-09-16,Deck de Prancha,3,798.04,2872.94,Primavera
2024-09-16,Mochila Impermeável,2,964.44,2314.66,Primavera
2024-09-16,Camisa UV,3,596.28,2146.61,Primavera
2024-09-16,Prancha de Surf,4,855.85,4108.08,Primavera
2024-09-16,Prancha de Surf,5,1656.51,9939.06,Primavera
2024-09-16,Deck de Prancha,3,497.42,1790.71,Primavera
2024-09-16,Cera para Prancha,3,1884.61,6784.6,Primavera
2024-09-16,Mochila Impermeável,5,162.59,975.54,Primavera
2024-09-16,Rash Guard,3,1272.06,4579.42,Primavera
2024-09-16,Deck de Prancha,4,1452.69,6972.91,Primavera
2024-09-16,Óculos de Sol,5,715.02,4290.12,Primavera
2024-09-16,Camisa UV,1,1858.45,2230.14,Primavera
2024-09-16,Prancha de Surf,5,1837.55,11025.3,Primavera
2024-09-16,Mochila Impermeável,2,1761.78,4228.27,Primavera
2024-09-16,Prancha de Surf,2,910.72,2185.73,Primavera
2024-09-16,Camisa UV,1,1843.26,2211.91,Primavera
2024-09-16,Rash Guard,5,1366.14,8196.84,Primavera
2024-09-16,Rash Guard,5,318.55,1911.3,Primavera
2024-09-16,Bermuda de Surf,4,853.47,4096.66,Primavera
2024-09-16,Óculos de Sol,5,649.34,3896.04,Primavera
2024-09-16,Chinelo,2,807.68,1938.43,Primavera
2024-09-16,Chinelo,4,975.44,4682.11,Primavera
2024-09-16,Bermuda de Surf,3,1824.45,6568.02,Primavera
2024-09-16,Mochila Impermeável,1,1374.46,1649.35,Primavera
2024-09-16,Prancha de Surf,5,711.56,4269.36,Primavera
2024-09-16,Capa de Prancha,2,1301.03,3122.47,Primavera
2024-09-16,Cera para Prancha,5,1456.35,8738.1,Primavera
2024-09-16,Rash Guard,5,1986.36,11918.16,Primavera
2024-09-16,Mochila Impermeável,1,796.91,956.29,Primavera
2024-09-16,Prancha de Surf,2,863.74,2072.98,Primavera
2024-09-16,Boné,4,636.97,3057.46,Primavera
2024-09-16,Chinelo,2,1745.52,4189.25,Primavera
2024-09-16,Camisa UV,2,766.19,1838.86,Primavera
2024-09-16,Leash,3,624.21,2247.16,Primavera
2024-09-16,Rash Guard,4,1578.27,7575.7,Primavera
2024-09-16,Camisa UV,3,343.15,1235.34,Primavera
2024-09-16,Mochila Impermeável,5,838.48,5030.88,Primavera
2024-09-16,Mochila Impermeável,3,151.05,543.78,Primavera
2024-09-16,Prancha de Surf,1,515.64,618.77,Primavera
2024-09-16,Mochila Impermeável,3,1817.52,6543.07,Primavera
2024-09-16,Roupa de Neoprene,4,858.78,4122.14,Primavera
2024-09-16,Prancha de Surf,3,1755.39,6319.4,Primavera
2024-09-16,Rash Guard,3,887.93,3196.55,Primavera
2024-09-16,Mochila Impermeável,3,1909.29,6873.44,Primavera
2024-09-16,Rash Guard,2,1647.01,3952.82,Primavera
2024-09-16,Rash Guard,3,642.59,2313.32,Primavera
2024-09-16,Camisa UV,3,229.72,826.99,Primavera
2024-09-16,Chinelo,1,920.72,1104.86,Primavera
2024-09-16,Deck de Prancha,1,269.98,323.98,Primavera
2024-09-16,Óculos de Sol,3,816.67,2940.01,Primavera
2024-09-16,Deck de Prancha,5,862.35,5174.1,Primavera
2024-09-16,Leash,3,1967.28,7082.21,Primavera
2024-09-16,Mochila Impermeável,2,1190.32,2856.77,Primavera
2024-09-16,Bermuda de Surf,4,903.69,4337.71,Primavera
2024-09-16,Boné,4,390.99,1876.75,Primavera
2024-09-16,Prancha de Surf,4,1250.74,6003.55,Primavera
2024-09-16,Roupa de Neoprene,5,257.12,1542.72,Primavera
2024-09-16,Capa de Prancha,2,1016.24,2438.98,Primavera
2024-09-16,Roupa de Neoprene,5,241.47,1448.82,Primavera
2024-09-16,Chinelo,1,1933.04,2319.65,Primavera
2024-09-16,Leash,4,1410.77,6771.7,Primavera
2024-09-16,Deck de Prancha,4,1618.35,7768.08,Primavera
2024-09-16,Rash Guard,2,1031.43,2475.43,Primavera
2024-09-16,Boné,5,1243.28,7459.68,Primavera
2024-09-16,Cera para Prancha,1,1218.74,1462.49,Primavera
2024-09-17,Deck de Prancha,2,1288.06,3091.34,Primavera
2024-09-17,Prancha de Surf,4,1497.71,7189.01,Primavera
2024-09-17,Mochila Impermeável,5,1504.24,9025.44,Primavera
2024-09-17,Deck de Prancha,2,978.33,2347.99,Primavera
2024-09-17,Leash,1,1852.08,2222.5,Primavera
2024-09-17,Leash,2,790.63,1897.51,Primavera
2024-09-17,Camisa UV,3,1192.0,4291.2,Primavera
2024-09-17,Rash Guard,1,1791.95,2150.34,Primavera
2024-09-17,Rash Guard,1,882.47,1058.96,Primavera
2024-09-17,Camisa UV,1,1822.14,2186.57,Primavera
2024-09-17,Bermuda de Surf,5,1030.97,6185.82,Primavera
2024-09-17,Roupa de Neoprene,5,1816.24,10897.44,Primavera
2024-09-17,Boné,4,1105.31,5305.49,Primavera
2024-09-17,Rash Guard,3,1398.75,5035.5,Primavera
2024-09-17,Bermuda de Surf,3,1057.47,3806.89,Primavera
2024-09-17,Roupa de Neoprene,3,1043.84,3757.82,Primavera
2024-09-17,Bermuda de Surf,2,1225.22,2940.53,Primavera
2024-09-17,Prancha de Surf,4,1418.54,6808.99,Primavera
2024-09-17,Leash,4,485.19,2328.91,Primavera
2024-09-17,Leash,5,1104.58,6627.48,Primavera
2024-09-17,Camisa UV,3,732.2,2635.92,Primavera
2024-09-17,Leash,3,1606.82,5784.55,Primavera
2024-09-17,Óculos de Sol,3,1511.29,5440.64,Primavera
2024-09-17,Capa de Prancha,2,643.99,1545.58,Primavera
2024-09-17,Camisa UV,2,105.34,252.82,Primavera
2024-09-17,Bermuda de Surf,2,628.78,1509.07,Primavera
2024-09-17,Óculos de Sol,4,582.96,2798.21,Primavera
2024-09-17,Cera para Prancha,1,612.06,734.47,Primavera
2024-09-17,Cera para Prancha,5,1730.54,10383.24,Primavera
2024-09-17,Mochila Impermeável,5,848.81,5092.86,Primavera
2024-09-17,Bermuda de Surf,4,770.4,3697.92,Primavera
2024-09-17,Prancha de Surf,1,368.02,441.62,Primavera
2024-09-17,Camisa UV,2,513.86,1233.26,Primavera
2024-09-17,Óculos de Sol,3,149.67,538.81,Primavera
2024-09-17,Mochila Impermeável,2,1524.02,3657.65,Primavera
2024-09-17,Capa de Prancha,1,1756.98,2108.38,Primavera
2024-09-17,Cera para Prancha,3,1884.52,6784.27,Primavera
2024-09-17,Mochila Impermeável,4,1983.14,9519.07,Primavera
2024-09-17,Leash,3,857.3,3086.28,Primavera
2024-09-17,Rash Guard,1,1081.05,1297.26,Primavera
2024-09-17,Cera para Prancha,1,389.17,467.0,Primavera
2024-09-17,Capa de Prancha,3,1985.46,7147.66,Primavera
2024-09-17,Roupa de Neoprene,3,1873.74,6745.46,Primavera
2024-09-17,Deck de Prancha,2,1547.46,3713.9,Primavera
2024-09-17,Roupa de Neoprene,5,1643.34,9860.04,Primavera
2024-09-17,Camisa UV,3,203.82,733.75,Primavera
2024-09-17,Rash Guard,1,130.54,156.65,Primavera
2024-09-17,Rash Guard,3,1823.67,6565.21,Primavera
2024-09-17,Chinelo,2,156.98,376.75,Primavera
2024-09-17,Prancha de Surf,4,1607.43,7715.66,Primavera
2024-09-17,Boné,1,1609.34,1931.21,Primavera
2024-09-17,Óculos de Sol,5,816.43,4898.58,Primavera
2024-09-17,Leash,3,610.68,2198.45,Primavera
2024-09-17,Boné,3,710.19,2556.68,Primavera
2024-09-17,Boné,5,220.87,1325.22,Primavera
2024-09-17,Óculos de Sol,2,558.48,1340.35,Primavera
2024-09-17,Chinelo,1,1602.1,1922.52,Primavera
2024-09-17,Deck de Prancha,2,810.68,1945.63,Primavera
2024-09-17,Óculos de Sol,2,943.58,2264.59,Primavera
2024-09-17,Deck de Prancha,5,1214.97,7289.82,Primavera
2024-09-17,Rash Guard,1,266.35,319.62,Primavera
2024-09-17,Deck de Prancha,3,145.3,523.08,Primavera
2024-09-17,Prancha de Surf,2,827.63,1986.31,Primavera
2024-09-17,Deck de Prancha,5,1458.39,8750.34,Primavera
2024-09-17,Camisa UV,5,635.4,3812.4,Primavera
2024-09-17,Cera para Prancha,4,1611.19,7733.71,Primavera
2024-09-17,Bermuda de Surf,4,1206.39,5790.67,Primavera
2024-09-17,Prancha de Surf,5,470.64,2823.84,Primavera
2024-09-18,Capa de Prancha,4,1052.22,5050.66,Primavera
2024-09-18,Camisa UV,5,450.89,2705.34,Primavera
2024-09-18,Bermuda de Surf,1,1497.88,1797.46,Primavera
2024-09-18,Prancha de Surf,4,1726.43,8286.86,Primavera
2024-09-18,Capa de Prancha,5,1322.21,7933.26,Primavera
2024-09-18,Óculos de Sol,1,1765.24,2118.29,Primavera
2024-09-18,Camisa UV,5,1783.25,10699.5,Primavera
2024-09-18,Rash Guard,1,738.8,886.56,Primavera
2024-09-18,Prancha de Surf,2,555.29,1332.7,Primavera
2024-09-18,Prancha de Surf,1,960.41,1152.49,Primavera
2024-09-18,Chinelo,4,1166.41,5598.77,Primavera
